,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0000000000000016,0.33333333333333354,0.7546224803764578,0.7499999999999991,2,partial,6,35,1,13
1,2.0,1.000000000000001,0.7500000000000007,0.7539881459435216,0.7500000000000009,2,partial,6,35,1,13
2,3.0,1.0000000000000024,0.24999999999999978,0.753958057323907,0.7500000000000019,2,partial,6,35,1,13
3,4.0,1.0000000000000004,0.4999999999999998,0.7606409780251808,0.7499999999999983,2,partial,6,35,1,13
0,1.0,0.9999999999999999,0.5,0.7,0.75,2,partial,6,36,0,13
1,2.0,0.9999999999999999,0.7,0.6999999999999998,0.7481481481481481,2,partial,6,36,0,13
2,3.0,1.0,0.0625,0.7,0.75,2,partial,6,36,0,13
3,4.0,0.9999999999999999,0.5,0.7,0.75,2,partial,6,36,0,13
0,1.0,1.0000000000000009,0.3333333333333334,0.7801757488005061,0.7777777777777777,2,partial,6,37,1,13
1,2.0,0.9999999999999989,0.7777777777777771,0.7798080585135528,0.7777777777777776,2,partial,6,37,1,13
2,3.0,1.0000000000000027,0.25,0.7797462399066155,0.7777777777777803,2,partial,6,37,1,13
3,4.0,0.9999999999999989,0.5000000000000004,0.7834839002272787,0.7777777777777782,2,partial,6,37,1,13
0,1.0,0.9999999999999999,0.5,0.6818181818181818,0.7777777777777778,2,partial,6,38,0,13
1,2.0,0.9999999999999998,0.6818181818181817,0.6818181818181817,0.7745791245791245,2,partial,6,38,0,13
2,3.0,1.0,0.0625,0.6818181818181817,0.7777777777777778,2,partial,6,38,0,13
3,4.0,0.9999999999999999,0.5,0.6818181818181818,0.7777777777777778,2,partial,6,38,0,13
0,1.0,0.9999999999999977,0.33333333333333354,0.7804681677282815,0.7777777777777747,2,partial,6,39,1,13
1,2.0,0.9999999999999963,0.7777777777777778,0.7799764648368921,0.7777777777777775,2,partial,6,39,1,13
2,3.0,0.999999999999999,0.2500000000000003,0.7800055568560981,0.7777777777777767,2,partial,6,39,1,13
3,4.0,0.9999999999999977,0.4999999999999998,0.7841929272689221,0.7777777777777769,2,partial,6,39,1,13
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,5,0,0,3
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,5,0,0,3
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,5,0,0,3
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,5,0,0,3
0,1.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,4,partial,5,1,1,3
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,4,partial,5,1,1,3
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,4,partial,5,1,1,3
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,4,partial,5,1,1,3
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,1,partial,5,2,0,3
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,1,partial,5,2,0,3
2,3.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,1,partial,5,2,0,3
3,4.0,1.0,0.3333333333333333,0.6666666666666666,0.5185185185185185,1,partial,5,2,0,3
0,1.0,1.0,0.6666666666666667,0.7083333333333334,0.6666666666666665,2,partial,5,3,1,3
1,2.0,1.0000000000000002,0.5,0.708333333333333,0.6666666666666663,2,partial,5,3,1,3
2,3.0,1.0000000000000002,0.5,0.708333333333333,0.6666666666666663,2,partial,5,3,1,3
3,4.0,0.9999999999999999,0.5,0.6944444444444445,0.6666666666666666,2,partial,5,3,1,3
0,1.0,1.0,0.75,0.7666666666666666,0.6736111111111112,1,partial,5,4,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.75,0.6666666666666666,1,partial,5,4,0,3
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,5,4,0,3
3,4.0,1.0,0.3333333333333333,0.75,0.6666666666666666,1,partial,5,4,0,3
0,1.0,0.9999999999999997,0.6666666666666665,0.720833333333333,0.6666666666666664,1,partial,5,5,1,3
1,2.0,1.0000000000000002,0.5,0.7305555555555552,0.666666666666667,1,partial,5,5,1,3
2,3.0,0.9999999999999997,0.4999999999999999,0.7250000000000008,0.6666666666666667,1,partial,5,5,1,3
3,4.0,1.0000000000000002,0.5,0.7305555555555554,0.666666666666667,1,partial,5,5,1,3
0,1.0,1.0,0.8333333333333334,0.8333333333333333,0.7555555555555555,1,partial,5,6,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.8333333333333333,0.75,1,partial,5,6,0,3
2,3.0,0.9999999999999999,0.5,0.8333333333333333,0.75,1,partial,5,6,0,3
3,4.0,1.0,0.3333333333333333,0.8333333333333333,0.75,1,partial,5,6,0,3
0,1.0,0.9999999999999998,0.5999999999999999,0.6714285714285709,0.5999999999999994,1,partial,5,7,1,3
1,2.0,0.9999999999999997,0.4999999999999999,0.6833333333333327,0.6111111111111112,1,partial,5,7,1,3
2,3.0,0.9999999999999987,0.5,0.674999999999999,0.6111111111111109,1,partial,5,7,1,3
3,4.0,0.9999999999999996,0.4999999999999999,0.6833333333333327,0.6111111111111112,1,partial,5,7,1,3
0,1.0,1.0,0.75,0.75,0.6083333333333333,1,partial,5,8,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.75,0.6148148148148148,1,partial,5,8,0,3
2,3.0,0.9999999999999999,0.5,0.75,0.611111111111111,1,partial,5,8,0,3
3,4.0,1.0,0.3333333333333333,0.75,0.6074074074074074,1,partial,5,8,0,3
0,1.0,0.9999999999999989,0.5999999999999996,0.6779761904761898,0.5999999999999999,1,partial,5,9,1,3
1,2.0,0.9999999999999987,0.4999999999999999,0.6892857142857141,0.6111111111111107,1,partial,5,9,1,3
2,3.0,0.9999999999999993,0.5,0.6791666666666659,0.6111111111111107,1,partial,5,9,1,3
3,4.0,0.9999999999999987,0.49999999999999983,0.6892857142857141,0.6111111111111104,1,partial,5,9,1,3
0,1.0,1.0,0.8,0.8,0.6111111111111112,1,partial,5,10,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.8,0.6148148148148148,1,partial,5,10,0,3
2,3.0,0.9999999999999999,0.5,0.7999999999999999,0.611111111111111,1,partial,5,10,0,3
3,4.0,1.0,0.3333333333333333,0.8,0.6074074074074074,1,partial,5,10,0,3
0,1.0,0.9999999999999994,0.5999999999999995,0.6806818181818179,0.6000000000000004,1,partial,5,11,1,3
1,2.0,0.9999999999999991,0.4999999999999998,0.6946127946127946,0.6111111111111105,1,partial,5,11,1,3
2,3.0,0.9999999999999986,0.4999999999999999,0.6868686868686872,0.6111111111111105,1,partial,5,11,1,3
3,4.0,0.9999999999999992,0.49999999999999983,0.6946127946127946,0.6111111111111105,1,partial,5,11,1,3
0,1.0,1.0,0.8333333333333334,0.8333333333333333,0.6129629629629629,1,partial,5,12,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.8333333333333333,0.6148148148148148,1,partial,5,12,0,3
2,3.0,0.9999999999999999,0.5,0.8333333333333333,0.611111111111111,1,partial,5,12,0,3
3,4.0,1.0,0.3333333333333333,0.8333333333333333,0.6074074074074074,1,partial,5,12,0,3
0,1.0,1.0,0.49999999999999994,0.6456876456876456,0.511904761904762,1,partial,5,13,1,3
1,2.0,0.9999999999999996,0.4999999999999997,0.6610657860657856,0.5277777777777781,1,partial,5,13,1,3
2,3.0,1.0000000000000009,0.5000000000000002,0.6532148407148399,0.5277777777777777,1,partial,5,13,1,3
3,4.0,0.9999999999999993,0.4999999999999997,0.6610657860657856,0.527777777777778,1,partial,5,13,1,3
0,1.0,1.0,0.7142857142857142,0.7142857142857142,0.5170068027210883,2,partial,5,14,0,3
1,2.0,0.9999999999999999,0.6666666666666666,0.738095238095238,0.537037037037037,2,partial,5,14,0,3
2,3.0,0.9999999999999999,0.5,0.7142857142857143,0.5277777777777777,2,partial,5,14,0,3
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.5185185185185185,2,partial,5,14,0,3
0,1.0,0.9999999999999987,0.49999999999999994,0.6624625374625374,0.5119047619047619,3,partial,5,15,1,3
1,2.0,0.9999999999999992,0.4999999999999997,0.6703379953379953,0.5277777777777775,3,partial,5,15,1,3
2,3.0,0.9999999999999988,0.49999999999999944,0.6766983016983027,0.5277777777777766,3,partial,5,15,1,3
3,4.0,0.9999999999999991,0.5000000000000001,0.6654826654826649,0.5277777777777777,3,partial,5,15,1,3
0,1.0,1.0,0.7142857142857142,0.75,0.6666666666666666,2,partial,5,16,0,3
1,2.0,1.0,0.75,0.7785714285714287,0.6666666666666666,2,partial,5,16,0,3
2,3.0,0.9999999999999999,0.6666666666666666,0.75,0.6666666666666666,2,partial,5,16,0,3
3,4.0,1.0,0.3333333333333333,0.75,0.6666666666666666,2,partial,5,16,0,3
0,1.0,0.9999999999999993,0.5000000000000006,0.7061188811188813,0.6666666666666673,3,partial,5,17,1,3
1,2.0,0.9999999999999978,0.5000000000000002,0.7065268065268066,0.6666666666666666,3,partial,5,17,1,3
2,3.0,0.9999999999999988,0.6666666666666663,0.732403707403707,0.6666666666666679,3,partial,5,17,1,3
3,4.0,0.9999999999999988,0.49999999999999944,0.725224775224775,0.6666666666666665,3,partial,5,17,1,3
0,1.0,1.0,0.7142857142857142,0.8,0.5170068027210883,2,partial,5,18,0,3
1,2.0,1.0,0.8,0.8095238095238096,0.5444444444444444,2,partial,5,18,0,3
2,3.0,0.9999999999999999,0.5,0.7999999999999999,0.5166666666666666,2,partial,5,18,0,3
3,4.0,1.0,0.3333333333333333,0.8,0.5185185185185185,2,partial,5,18,0,3
0,1.0,1.000000000000001,0.49999999999999956,0.6724358974358965,0.5119047619047619,2,partial,5,19,1,3
1,2.0,0.9999999999999994,0.4999999999999997,0.6768509268509262,0.527777777777777,2,partial,5,19,1,3
2,3.0,1.0000000000000016,0.5,0.6774125874125856,0.5166666666666669,2,partial,5,19,1,3
3,4.0,0.9999999999999978,0.5000000000000003,0.6802863802863791,0.5277777777777777,2,partial,5,19,1,3
0,1.0,1.0,0.7142857142857142,0.727891156462585,0.5170068027210883,1,partial,5,20,0,3
1,2.0,1.0,0.7142857142857142,0.7397959183673468,0.5396825396825397,1,partial,5,20,0,3
2,3.0,0.9999999999999999,0.5,0.7142857142857143,0.5166666666666666,1,partial,5,20,0,3
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.5185185185185185,1,partial,5,20,0,3
0,1.0,0.9999999999999978,0.5714285714285712,0.6926585319442442,0.571428571428569,2,partial,5,21,1,3
1,2.0,1.0,0.5000000000000001,0.6934018362589789,0.5873015873015871,2,partial,5,21,1,3
2,3.0,1.0000000000000002,0.49999999999999933,0.6950521700521691,0.5761904761904761,2,partial,5,21,1,3
3,4.0,0.9999999999999974,0.5000000000000001,0.7004754504754499,0.5873015873015873,2,partial,5,21,1,3
0,1.0,0.9999999999999998,0.7333333333333332,0.7499999999999998,0.5781746031746031,1,partial,5,22,0,3
1,2.0,1.0,0.75,0.7666666666666666,0.5952380952380952,1,partial,5,22,0,3
2,3.0,0.9999999999999999,0.5,0.75,0.5761904761904761,1,partial,5,22,0,3
3,4.0,1.0,0.3333333333333333,0.75,0.582010582010582,1,partial,5,22,0,3
0,1.0,1.000000000000001,0.5714285714285725,0.6954872858234206,0.5714285714285704,1,partial,5,23,1,3
1,2.0,1.000000000000001,0.5,0.6957556332556325,0.587301587301587,1,partial,5,23,1,3
2,3.0,1.000000000000001,0.5,0.698505066362209,0.5761904761904768,1,partial,5,23,1,3
3,4.0,1.0000000000000004,0.5000000000000002,0.7014949336377915,0.587301587301588,1,partial,5,23,1,3
0,1.0,1.0,0.7058823529411764,0.75,0.5770308123249299,2,partial,5,24,0,3
1,2.0,1.0,0.75,0.7598039215686274,0.5952380952380952,2,partial,5,24,0,3
2,3.0,0.9999999999999999,0.5,0.75,0.5761904761904761,2,partial,5,24,0,3
3,4.0,1.0,0.3333333333333333,0.75,0.582010582010582,2,partial,5,24,0,3
0,1.0,0.9999999999999987,0.571428571428571,0.7424091431444368,0.6666666666666663,2,partial,5,25,1,3
1,2.0,1.0000000000000002,0.6666666666666661,0.7446459586165461,0.6746031746031755,2,partial,5,25,1,3
2,3.0,0.9999999999999997,0.5,0.7445532525364458,0.6666666666666659,2,partial,5,25,1,3
3,4.0,1.0000000000000002,0.5000000000000001,0.7500331863514622,0.6666666666666664,2,partial,5,25,1,3
0,1.0,1.0,0.7058823529411764,0.8,0.6666666666666666,2,partial,5,26,0,3
1,2.0,1.0,0.8,0.8,0.6825396825396826,2,partial,5,26,0,3
2,3.0,0.9999999999999999,0.5,0.7999999999999999,0.6666666666666667,2,partial,5,26,0,3
3,4.0,1.0,0.3333333333333333,0.8,0.6666666666666666,2,partial,5,26,0,3
0,1.0,0.9999999999999987,0.5714285714285706,0.7465228671111013,0.6666666666666661,2,partial,5,27,1,3
1,2.0,1.0,0.6666666666666673,0.746877899284315,0.6746031746031738,2,partial,5,27,1,3
2,3.0,0.9999999999999984,0.49999999999999956,0.7484788117408431,0.6666666666666661,2,partial,5,27,1,3
3,4.0,0.9999999999999988,0.49999999999999956,0.7530858624441504,0.6666666666666662,2,partial,5,27,1,3
0,1.0,1.0,0.7058823529411764,0.8333333333333334,0.6666666666666666,2,partial,5,28,0,3
1,2.0,1.0,0.8333333333333334,0.8333333333333333,0.6845238095238095,2,partial,5,28,0,3
2,3.0,0.9999999999999999,0.5,0.8333333333333333,0.6666666666666667,2,partial,5,28,0,3
3,4.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666666,2,partial,5,28,0,3
0,1.0,0.9999999999999998,0.5714285714285706,0.7486488812846273,0.6666666666666657,2,partial,5,29,1,3
1,2.0,1.0000000000000004,0.6666666666666675,0.7491323990596778,0.6746031746031754,2,partial,5,29,1,3
2,3.0,1.0000000000000002,0.4999999999999999,0.7504998840457497,0.6666666666666667,2,partial,5,29,1,3
3,4.0,0.9999999999999997,0.5,0.7551108736320588,0.6666666666666656,2,partial,5,29,1,3
0,1.0,1.0,0.7058823529411764,0.8571428571428571,0.6666666666666666,2,partial,5,30,0,3
1,2.0,0.9999999999999999,0.8571428571428571,0.8571428571428571,0.6859410430839001,2,partial,5,30,0,3
2,3.0,0.9999999999999999,0.5,0.857142857142857,0.6666666666666667,2,partial,5,30,0,3
3,4.0,1.0,0.3333333333333333,0.8571428571428571,0.6666666666666666,2,partial,5,30,0,3
0,1.0,0.9999999999999981,0.5714285714285714,0.7498828525493022,0.6666666666666661,2,partial,5,31,1,3
1,2.0,1.0000000000000022,0.6666666666666667,0.7505573907884839,0.674603174603174,2,partial,5,31,1,3
2,3.0,1.0000000000000024,0.500000000000001,0.7517910553140046,0.6666666666666703,2,partial,5,31,1,3
3,4.0,1.0000000000000047,0.5000000000000009,0.7566663109568746,0.6666666666666687,2,partial,5,31,1,3
0,1.0,1.0,0.7058823529411764,0.8125,0.6666666666666666,2,partial,5,32,0,3
1,2.0,1.0,0.8125,0.8124999999999999,0.68328373015873,2,partial,5,32,0,3
2,3.0,0.9999999999999999,0.5,0.8124999999999999,0.6666666666666667,2,partial,5,32,0,3
3,4.0,1.0,0.3333333333333333,0.8125,0.6666666666666666,2,partial,5,32,0,3
0,1.0,1.0000000000000018,0.5714285714285705,0.7513984477652307,0.6666666666666656,2,partial,5,33,1,3
1,2.0,1.000000000000001,0.6666666666666655,0.7513984477652309,0.6746031746031769,2,partial,5,33,1,3
2,3.0,1.0000000000000084,0.5000000000000009,0.7530869865428721,0.6666666666666677,2,partial,5,33,1,3
3,4.0,1.0000000000000009,0.4999999999999994,0.7575563529607655,0.6666666666666659,2,partial,5,33,1,3
0,1.0,1.0,0.7058823529411764,0.8333333333333334,0.6666666666666666,2,partial,5,34,0,3
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.6845238095238095,2,partial,5,34,0,3
2,3.0,0.9999999999999999,0.5,0.8333333333333333,0.6666666666666667,2,partial,5,34,0,3
3,4.0,1.0,0.3333333333333333,0.8333333333333333,0.6666666666666666,2,partial,5,34,0,3
0,1.0,0.9999999999999999,0.5714285714285715,0.7899077389152054,0.7499999999999992,2,partial,5,35,1,3
1,2.0,0.9999999999999994,0.7499999999999998,0.7900016816789706,0.7500000000000024,2,partial,5,35,1,3
2,3.0,1.0000000000000067,0.500000000000002,0.790931710548753,0.7500000000000026,2,partial,5,35,1,3
3,4.0,1.0000000000000049,0.4999999999999997,0.7949036580035042,0.7500000000000049,2,partial,5,35,1,3
0,1.0,1.0,0.7058823529411764,0.85,0.75,2,partial,5,36,0,3
1,2.0,1.0,0.85,0.8499999999999999,0.7566666666666667,2,partial,5,36,0,3
2,3.0,0.9999999999999999,0.5,0.8499999999999999,0.75,2,partial,5,36,0,3
3,4.0,1.0,0.3333333333333333,0.85,0.75,2,partial,5,36,0,3
0,1.0,1.0000000000000004,0.5714285714285721,0.7016932469582255,0.6047619047619044,2,partial,5,37,1,3
1,2.0,0.9999999999999987,0.6000000000000002,0.7019943735516095,0.6095238095238096,2,partial,5,37,1,3
2,3.0,0.9999999999999979,0.5000000000000002,0.704395901078394,0.5999999999999975,2,partial,5,37,1,3
3,4.0,0.9999999999999994,0.4999999999999994,0.7107725793991642,0.6111111111111105,2,partial,5,37,1,3
0,1.0,1.0,0.7058823529411764,0.8181818181818182,0.6666666666666666,2,partial,5,38,0,3
1,2.0,1.0,0.8181818181818181,0.8181818181818181,0.6738816738816739,2,partial,5,38,0,3
2,3.0,0.9999999999999999,0.5,0.8181818181818181,0.6666666666666667,2,partial,5,38,0,3
3,4.0,1.0,0.3333333333333333,0.8181818181818182,0.6666666666666666,2,partial,5,38,0,3
0,1.0,0.9999999999999993,0.5714285714285711,0.7271418089495887,0.6666666666666665,2,partial,5,39,1,3
1,2.0,0.9999999999999993,0.6666666666666665,0.7269920489271453,0.666666666666668,2,partial,5,39,1,3
2,3.0,1.0000000000000016,0.5000000000000001,0.7287989022967613,0.6666666666666679,2,partial,5,39,1,3
3,4.0,0.9999999999999997,0.49999999999999983,0.7351331773047823,0.6666666666666663,2,partial,5,39,1,3
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,0,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,0,0,13
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,0,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,0,0,13
0,1.0,1.0,0.49999999999999994,0.625,0.5277777777777778,3,partial,7,1,1,13
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,3,partial,7,1,1,13
2,3.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,3,partial,7,1,1,13
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,3,partial,7,1,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,2,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,2,0,13
2,3.0,1.0,0.25,0.5,0.5138888888888888,3,partial,7,2,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,2,0,13
0,1.0,0.9999999999999997,0.5,0.65,0.5277777777777777,3,partial,7,3,1,13
1,2.0,0.9999999999999997,0.5,0.65,0.5277777777777777,3,partial,7,3,1,13
2,3.0,1.0000000000000002,0.5,0.6,0.5277777777777778,3,partial,7,3,1,13
3,4.0,0.9999999999999997,0.5,0.6499999999999999,0.5277777777777777,3,partial,7,3,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,4,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,4,0,13
2,3.0,1.0,0.16666666666666666,0.5,0.5092592592592593,3,partial,7,4,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,4,0,13
0,1.0,0.9999999999999999,0.5,0.7166666666666666,0.6666666666666667,3,partial,7,5,1,13
1,2.0,0.9999999999999999,0.5,0.7166666666666666,0.6666666666666667,3,partial,7,5,1,13
2,3.0,0.9999999999999999,0.6666666666666666,0.6904761904761906,0.6666666666666665,3,partial,7,5,1,13
3,4.0,1.0,0.5,0.7166666666666668,0.6666666666666667,3,partial,7,5,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,3,partial,7,6,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,3,partial,7,6,0,13
2,3.0,1.0,0.25,0.5,0.6319444444444444,3,partial,7,6,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.6666666666666667,3,partial,7,6,0,13
0,1.0,1.0,0.4999999999999999,0.625,0.5277777777777777,3,partial,7,7,1,13
1,2.0,1.0,0.4999999999999999,0.625,0.5277777777777777,3,partial,7,7,1,13
2,3.0,0.9999999999999998,0.4999999999999999,0.5714285714285713,0.5166666666666666,3,partial,7,7,1,13
3,4.0,1.0,0.4999999999999999,0.625,0.5277777777777776,3,partial,7,7,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,8,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,8,0,13
2,3.0,1.0,0.2,0.5,0.5,3,partial,7,8,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,8,0,13
0,1.0,0.9999999999999999,0.49999999999999994,0.5972222222222223,0.5277777777777776,3,partial,7,9,1,13
1,2.0,0.9999999999999999,0.49999999999999994,0.5972222222222223,0.5277777777777776,3,partial,7,9,1,13
2,3.0,1.0,0.39999999999999997,0.5257575757575758,0.5,3,partial,7,9,1,13
3,4.0,0.9999999999999999,0.49999999999999994,0.5972222222222221,0.5277777777777776,3,partial,7,9,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,10,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,10,0,13
2,3.0,1.0,0.16666666666666666,0.5,0.5,3,partial,7,10,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,10,0,13
0,1.0,0.9999999999999999,0.5000000000000001,0.5843947718947718,0.5277777777777778,3,partial,7,11,1,13
1,2.0,0.9999999999999999,0.5000000000000001,0.5843947718947718,0.5277777777777778,3,partial,7,11,1,13
2,3.0,0.9999999999999999,0.2857142857142857,0.5021228771228771,0.49999999999999994,3,partial,7,11,1,13
3,4.0,0.9999999999999998,0.5000000000000001,0.5843947718947718,0.5277777777777777,3,partial,7,11,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,12,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,12,0,13
2,3.0,1.0,0.14285714285714285,0.5,0.5,3,partial,7,12,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,7,12,0,13
0,1.0,1.0,0.4999999999999999,0.5848318348318349,0.5277777777777778,3,partial,7,13,1,13
1,2.0,1.0,0.4999999999999999,0.5848318348318349,0.5277777777777778,3,partial,7,13,1,13
