,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,6,0,12
1,2.0,1.0,0.7142857142857142,0.726190476190476,0.7476190476190475,3,partial,2,6,0,12
2,3.0,0.9999999999999999,0.6666666666666666,0.738095238095238,0.75,3,partial,2,6,0,12
3,4.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,6,0,12
0,1.0,1.0,0.5,0.7777777777777777,0.7499999999999999,3,partial,2,7,1,12
1,2.0,0.9999999999999998,0.7500000000000001,0.770238095238095,0.7499999999999998,3,partial,2,7,1,12
2,3.0,0.9999999999999998,0.5,0.7746428571428571,0.7500000000000002,3,partial,2,7,1,12
3,4.0,1.0000000000000002,0.5,0.7777777777777776,0.7499999999999998,3,partial,2,7,1,12
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,8,0,12
1,2.0,1.0,0.7142857142857142,0.7142857142857142,0.7476190476190475,3,partial,2,8,0,12
2,3.0,0.9999999999999999,0.4,0.7142857142857143,0.75,3,partial,2,8,0,12
3,4.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,8,0,12
0,1.0,1.000000000000001,0.49999999999999994,0.7832142857142848,0.7499999999999992,3,partial,2,9,1,12
1,2.0,0.9999999999999994,0.7499999999999998,0.778333333333333,0.7500000000000002,3,partial,2,9,1,12
2,3.0,1.0000000000000002,0.5,0.7767857142857139,0.7499999999999996,3,partial,2,9,1,12
3,4.0,1.000000000000001,0.49999999999999994,0.7832142857142848,0.7499999999999993,3,partial,2,9,1,12
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,10,0,12
1,2.0,1.0,0.7142857142857142,0.7142857142857142,0.7476190476190475,3,partial,2,10,0,12
2,3.0,1.0,0.5714285714285714,0.7142857142857142,0.75,3,partial,2,10,0,12
3,4.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,10,0,12
0,1.0,0.9999999999999989,0.4999999999999999,0.787159863945578,0.749999999999999,4,partial,2,11,1,12
1,2.0,1.0000000000000013,0.7500000000000006,0.7801020408163265,0.7500000000000004,4,partial,2,11,1,12
2,3.0,0.9999999999999994,0.5,0.7816468253968255,0.7500000000000006,4,partial,2,11,1,12
3,4.0,0.9999999999999992,0.4999999999999999,0.7871598639455784,0.7499999999999989,4,partial,2,11,1,12
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,12,0,12
1,2.0,1.0,0.7142857142857142,0.7142857142857142,0.7476190476190475,3,partial,2,12,0,12
2,3.0,1.0,0.625,0.7142857142857143,0.75,3,partial,2,12,0,12
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.75,3,partial,2,12,0,12
0,1.0,1.0000000000000013,0.5000000000000006,0.791567460317463,0.75,3,partial,2,13,1,12
1,2.0,1.0000000000000009,0.7499999999999998,0.7905753968253963,0.75,3,partial,2,13,1,12
2,3.0,1.0000000000000007,0.4999999999999998,0.7894841269841263,0.7500000000000004,3,partial,2,13,1,12
3,4.0,1.0,0.49999999999999944,0.7930886243386244,0.75,3,partial,2,13,1,12
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.75,3,partial,2,14,0,12
1,2.0,1.0,0.7142857142857142,0.7357142857142855,0.7476190476190475,3,partial,2,14,0,12
2,3.0,0.9999999999999999,0.7,0.7233766233766233,0.75,3,partial,2,14,0,12
3,4.0,1.0,0.3333333333333333,0.7142857142857142,0.75,3,partial,2,14,0,12
0,1.0,1.0000000000000002,0.5000000000000001,0.8139971139971132,0.7499999999999996,2,partial,2,15,1,12
1,2.0,0.9999999999999989,0.7499999999999993,0.8148268398268399,0.7555555555555562,2,partial,2,15,1,12
2,3.0,0.9999999999999999,0.6666666666666673,0.8130194805194803,0.75,2,partial,2,15,1,12
3,4.0,0.9999999999999993,0.49999999999999994,0.8156421356421355,0.7499999999999997,2,partial,2,15,1,12
0,1.0,0.9999999999999999,0.5,0.75,0.7999999999999999,3,partial,2,16,0,12
1,2.0,1.0,0.75,0.7651515151515151,0.7972222222222223,3,partial,2,16,0,12
2,3.0,1.0,0.7272727272727273,0.75,0.8000000000000002,3,partial,2,16,0,12
3,4.0,1.0,0.3333333333333333,0.75,0.8,3,partial,2,16,0,12
0,1.0,0.9999999999999999,0.5000000000000003,0.8376839826839821,0.8000000000000004,2,partial,2,17,1,12
1,2.0,0.9999999999999996,0.7999999999999998,0.8385281385281383,0.8000000000000005,2,partial,2,17,1,12
2,3.0,1.0000000000000007,0.6666666666666672,0.8378926628926617,0.8000000000000007,2,partial,2,17,1,12
3,4.0,1.0000000000000002,0.49999999999999994,0.838297258297259,0.8000000000000005,2,partial,2,17,1,12
0,1.0,0.9999999999999999,0.5,0.7777777777777778,0.7999999999999999,3,partial,2,18,0,12
1,2.0,1.0,0.7777777777777777,0.7888888888888889,0.7987654320987654,3,partial,2,18,0,12
2,3.0,1.0,0.75,0.7777777777777777,0.8,3,partial,2,18,0,12
3,4.0,1.0,0.3333333333333333,0.7777777777777777,0.8,3,partial,2,18,0,12
0,1.0,1.0000000000000002,0.5,0.8400802900802908,0.7999999999999995,1,partial,2,19,1,12
1,2.0,1.0000000000000004,0.8000000000000005,0.8411750286750286,0.8000000000000003,1,partial,2,19,1,12
2,3.0,0.9999999999999998,0.6666666666666667,0.8399638060352353,0.8,1,partial,2,19,1,12
3,4.0,1.0000000000000018,0.5000000000000003,0.8418470418470422,0.8000000000000005,1,partial,2,19,1,12
0,1.0,1.0,0.3333333333333333,0.7777777777777777,0.8,3,partial,2,20,0,12
1,2.0,1.0,0.7777777777777777,0.7931623931623931,0.7987654320987654,3,partial,2,20,0,12
2,3.0,1.0,0.7692307692307692,0.7838827838827838,0.8,3,partial,2,20,0,12
3,4.0,1.0,0.3333333333333333,0.7777777777777777,0.8,3,partial,2,20,0,12
0,1.0,0.9999999999999979,0.49999999999999956,0.843502529216817,0.7999999999999986,4,partial,2,21,1,12
1,2.0,0.9999999999999999,0.8000000000000004,0.8428440607012035,0.8000000000000017,4,partial,2,21,1,12
2,3.0,0.9999999999999982,0.666666666666666,0.8411948369091229,0.7999999999999979,4,partial,2,21,1,12
3,4.0,0.9999999999999984,0.4999999999999996,0.8435025292168163,0.7999999999999986,4,partial,2,21,1,12
0,1.0,1.0,0.3333333333333333,0.7857142857142857,0.8,3,partial,2,22,0,12
1,2.0,1.0,0.7777777777777777,0.7968253968253968,0.7987654320987654,3,partial,2,22,0,12
2,3.0,0.9999999999999998,0.7857142857142856,0.7952380952380951,0.8,3,partial,2,22,0,12
3,4.0,0.9999999999999999,0.5,0.7857142857142856,0.7999999999999999,3,partial,2,22,0,12
0,1.0,0.9999999999999989,0.5000000000000001,0.84849400158924,0.8000000000000023,2,partial,2,23,1,12
1,2.0,0.9999999999999998,0.7999999999999996,0.8498095819524382,0.8000000000000008,2,partial,2,23,1,12
2,3.0,0.9999999999999993,0.6666666666666666,0.8479821743512229,0.8000000000000032,2,partial,2,23,1,12
3,4.0,0.9999999999999981,0.6666666666666662,0.8511872783301337,0.7999999999999983,2,partial,2,23,1,12
0,1.0,1.0,0.3333333333333333,0.8,0.8,3,partial,2,24,0,12
1,2.0,1.0,0.8,0.8012121212121213,0.7999999999999999,3,partial,2,24,0,12
2,3.0,0.9999999999999998,0.7333333333333332,0.8,0.8,3,partial,2,24,0,12
3,4.0,0.9999999999999999,0.5,0.7999999999999999,0.7999999999999999,3,partial,2,24,0,12
0,1.0,0.9999999999999952,0.49999999999999933,0.851088435374149,0.8000000000000016,3,partial,2,25,1,12
1,2.0,1.0000000000000002,0.8000000000000006,0.8515724421081555,0.7999999999999983,3,partial,2,25,1,12
2,3.0,1.0000000000000027,0.6666666666666673,0.8508481170245882,0.799999999999998,3,partial,2,25,1,12
3,4.0,0.9999999999999984,0.666666666666666,0.8529843789367594,0.8000000000000014,3,partial,2,25,1,12
0,1.0,1.0,0.3333333333333333,0.8,0.8,3,partial,2,26,0,12
1,2.0,1.0,0.8,0.8,0.7999999999999999,3,partial,2,26,0,12
2,3.0,1.0,0.7058823529411764,0.8,0.8,3,partial,2,26,0,12
3,4.0,0.9999999999999999,0.5,0.7999999999999999,0.7999999999999999,3,partial,2,26,0,12
0,1.0,0.9999999999999986,0.5000000000000001,0.8519782913165237,0.7999999999999985,2,partial,2,27,1,12
1,2.0,0.9999999999999978,0.7999999999999987,0.8525471804883586,0.7999999999999989,2,partial,2,27,1,12
2,3.0,1.0000000000000009,0.6666666666666664,0.8513470495410643,0.7999999999999998,2,partial,2,27,1,12
3,4.0,0.9999999999999998,0.6666666666666663,0.8537233720648739,0.7999999999999995,2,partial,2,27,1,12
0,1.0,1.0,0.3333333333333333,0.8181818181818182,0.8,3,partial,2,28,0,12
1,2.0,1.0,0.8181818181818181,0.8181818181818181,0.8010101010101011,3,partial,2,28,0,12
2,3.0,0.9999999999999999,0.6666666666666666,0.8181818181818181,0.8,3,partial,2,28,0,12
3,4.0,0.9999999999999999,0.5,0.8181818181818181,0.7999999999999999,3,partial,2,28,0,12
0,1.0,0.9999999999999951,0.49999999999999867,0.8536060971733467,0.7999999999999942,3,partial,2,29,1,12
1,2.0,0.9999999999999976,0.7999999999999985,0.8533806705977308,0.7999999999999988,3,partial,2,29,1,12
2,3.0,0.9999999999999993,0.6666666666666656,0.8530005147549,0.7999999999999998,3,partial,2,29,1,12
3,4.0,0.9999999999999994,0.6666666666666663,0.8562819407401433,0.7999999999999988,3,partial,2,29,1,12
0,1.0,1.0,0.3333333333333333,0.8181818181818182,0.8,3,partial,2,30,0,12
1,2.0,1.0,0.8181818181818181,0.8181818181818181,0.8010101010101011,3,partial,2,30,0,12
2,3.0,0.9999999999999999,0.6,0.8181818181818181,0.8,3,partial,2,30,0,12
3,4.0,0.9999999999999999,0.5,0.8181818181818181,0.7999999999999999,3,partial,2,30,0,12
0,1.0,0.9999999999999993,0.5000000000000001,0.834428010438626,0.8000000000000009,2,partial,2,31,1,12
1,2.0,0.9999999999999984,0.7999999999999975,0.8338719397026926,0.7999999999999993,2,partial,2,31,1,12
2,3.0,1.0000000000000004,0.6000000000000004,0.8335089045364736,0.800000000000004,2,partial,2,31,1,12
3,4.0,0.999999999999999,0.6666666666666666,0.8378928228388643,0.8000000000000019,2,partial,2,31,1,12
0,1.0,1.0,0.3333333333333333,0.8333333333333333,0.8,1,partial,2,32,0,12
1,2.0,1.0,0.8333333333333334,0.8333333333333333,0.8018518518518519,1,partial,2,32,0,12
2,3.0,1.0,0.6190476190476191,0.8333333333333334,0.7999999999999999,1,partial,2,32,0,12
3,4.0,0.9999999999999999,0.5,0.8333333333333333,0.7999999999999999,1,partial,2,32,0,12
0,1.0,0.9999999999999977,0.33333333333333287,0.8329987012821531,0.7999999999999994,2,partial,2,33,1,12
1,2.0,0.9999999999999958,0.7999999999999978,0.8345645563395804,0.7999999999999955,2,partial,2,33,1,12
2,3.0,0.9999999999999956,0.5999999999999982,0.8330957635901787,0.7999999999999992,2,partial,2,33,1,12
3,4.0,0.9999999999999969,0.666666666666665,0.8383280320693431,0.7999999999999987,2,partial,2,33,1,12
0,1.0,1.0,0.25,0.8461538461538461,0.8333333333333334,4,partial,2,34,0,12
1,2.0,1.0,0.8461538461538461,0.846153846153846,0.8339438339438339,4,partial,2,34,0,12
2,3.0,1.0,0.6190476190476191,0.846153846153846,0.8333333333333334,4,partial,2,34,0,12
3,4.0,0.9999999999999999,0.5,0.846153846153846,0.8333333333333333,4,partial,2,34,0,12
0,1.0,0.9999999999999987,0.333333333333333,0.8455509937450084,0.833333333333337,1,partial,2,35,1,12
1,2.0,1.0000000000000013,0.8333333333333334,0.8460144151991429,0.8333333333333368,1,partial,2,35,1,12
2,3.0,0.9999999999999976,0.5999999999999988,0.8456623902118312,0.8333333333333331,1,partial,2,35,1,12
3,4.0,1.0000000000000036,0.5000000000000006,0.8460103693462824,0.8333333333333344,1,partial,2,35,1,12
0,1.0,0.9999999999999999,0.4,0.8461538461538461,0.8333333333333334,3,partial,2,36,0,12
1,2.0,1.0,0.8461538461538461,0.846153846153846,0.8339438339438339,3,partial,2,36,0,12
2,3.0,1.0,0.6190476190476191,0.846153846153846,0.8333333333333334,3,partial,2,36,0,12
3,4.0,0.9999999999999999,0.4,0.8461538461538461,0.8333333333333334,3,partial,2,36,0,12
0,1.0,1.0000000000000013,0.49999999999999983,0.8464611505365114,0.8333333333333348,1,partial,2,37,1,12
1,2.0,1.0000000000000047,0.8333333333333345,0.846492233874329,0.8333333333333351,1,partial,2,37,1,12
2,3.0,1.0000000000000002,0.6,0.8460295416161863,0.8333333333333316,1,partial,2,37,1,12
3,4.0,1.0000000000000016,0.4999999999999996,0.8464611505365114,0.8333333333333348,1,partial,2,37,1,12
0,1.0,0.9999999999999999,0.5,0.846153846153846,0.8333333333333333,3,partial,2,38,0,12
1,2.0,1.0,0.8461538461538461,0.846153846153846,0.8339438339438339,3,partial,2,38,0,12
2,3.0,1.0,0.6363636363636362,0.846153846153846,0.8333333333333334,3,partial,2,38,0,12
3,4.0,0.9999999999999999,0.4,0.8461538461538461,0.8333333333333334,3,partial,2,38,0,12
0,1.0,1.000000000000003,0.6000000000000015,0.8530544433415188,0.8333333333333357,4,partial,2,39,1,12
1,2.0,1.0000000000000002,0.8333333333333343,0.8530054195991779,0.8333333333333347,4,partial,2,39,1,12
2,3.0,0.9999999999999986,0.666666666666666,0.8524273444197512,0.8333333333333335,4,partial,2,39,1,12
3,4.0,1.000000000000003,0.49999999999999983,0.8523973536139808,0.8333333333333359,4,partial,2,39,1,12
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,0,0,13
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,0,0,13
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,0,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,0,0,13
0,1.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,6,1,1,13
1,2.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,2,partial,6,1,1,13
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,6,1,1,13
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,6,1,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,2,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,2,0,13
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,2,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,2,0,13
0,1.0,1.0000000000000002,0.5,0.5833333333333333,0.5277777777777779,3,partial,6,3,1,13
1,2.0,1.0,0.33333333333333337,0.5166666666666667,0.5,3,partial,6,3,1,13
2,3.0,1.0,0.3333333333333333,0.5,0.5,3,partial,6,3,1,13
3,4.0,1.0000000000000002,0.5,0.5833333333333333,0.5277777777777779,3,partial,6,3,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,4,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,4,0,13
2,3.0,1.0,0.25,0.5,0.5,3,partial,6,4,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,4,0,13
0,1.0,1.0,0.5000000000000001,0.5916666666666666,0.5277777777777779,3,partial,6,5,1,13
1,2.0,1.0000000000000002,0.3333333333333333,0.5305555555555554,0.5000000000000001,3,partial,6,5,1,13
2,3.0,1.0,0.3333333333333333,0.5166666666666666,0.5,3,partial,6,5,1,13
3,4.0,0.9999999999999998,0.5000000000000001,0.5916666666666666,0.5277777777777778,3,partial,6,5,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,6,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,6,0,13
2,3.0,1.0,0.16666666666666666,0.5,0.5,3,partial,6,6,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,6,0,13
0,1.0,1.0000000000000002,0.5,0.5968253968253967,0.5277777777777778,3,partial,6,7,1,13
1,2.0,0.9999999999999998,0.33333333333333337,0.5377777777777777,0.4999999999999999,3,partial,6,7,1,13
2,3.0,0.9999999999999998,0.33333333333333326,0.5238095238095235,0.4999999999999999,3,partial,6,7,1,13
3,4.0,1.0000000000000002,0.5,0.596825396825397,0.5277777777777779,3,partial,6,7,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,8,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,8,0,13
2,3.0,0.9999999999999999,0.125,0.49999999999999994,0.49999999999999994,3,partial,6,8,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,8,0,13
0,1.0,0.9999999999999993,0.49999999999999983,0.599206349206349,0.5277777777777775,3,partial,6,9,1,13
1,2.0,0.9999999999999989,0.3333333333333332,0.5416666666666664,0.49999999999999944,3,partial,6,9,1,13
2,3.0,0.9999999999999999,0.33333333333333326,0.5277777777777775,0.49999999999999994,3,partial,6,9,1,13
3,4.0,0.9999999999999992,0.49999999999999983,0.5992063492063489,0.5277777777777772,3,partial,6,9,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,10,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,10,0,13
2,3.0,0.9999999999999999,0.1,0.49999999999999994,0.49999999999999994,3,partial,6,10,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,10,0,13
0,1.0,0.9999999999999997,0.49999999999999983,0.5873737373737373,0.5277777777777776,3,partial,6,11,1,13
1,2.0,0.9999999999999999,0.3333333333333332,0.5233080808080809,0.49999999999999994,3,partial,6,11,1,13
2,3.0,1.0000000000000002,0.25000000000000006,0.5075757575757577,0.5000000000000001,3,partial,6,11,1,13
3,4.0,0.9999999999999997,0.49999999999999983,0.5873737373737372,0.5277777777777776,3,partial,6,11,1,13
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,6,12,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,1,partial,6,12,0,13
2,3.0,0.9999999999999999,0.08333333333333333,0.49999999999999994,0.49999999999999994,1,partial,6,12,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,6,12,0,13
0,1.0,1.0,0.5000000000000001,0.5883838383838382,0.5277777777777779,1,partial,6,13,1,13
1,2.0,0.9999999999999994,0.33333333333333337,0.5952525252525255,0.4999999999999997,1,partial,6,13,1,13
2,3.0,0.9999999999999997,0.25000000000000017,0.5881118881118879,0.49999999999999983,1,partial,6,13,1,13
3,4.0,0.9999999999999998,0.5000000000000001,0.6041245791245788,0.5277777777777778,1,partial,6,13,1,13
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,3,partial,6,14,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,3,partial,6,14,0,13
2,3.0,0.9999999999999999,0.08333333333333333,0.49999999999999994,0.49999999999999994,3,partial,6,14,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,14,0,13
0,1.0,0.9999999999999996,0.4999999999999999,0.6049825174825172,0.5277777777777777,3,partial,6,15,1,13
1,2.0,0.9999999999999999,0.33333333333333315,0.5996017871017869,0.49999999999999994,3,partial,6,15,1,13
2,3.0,0.9999999999999994,0.24999999999999994,0.5892024642024638,0.4999999999999997,3,partial,6,15,1,13
3,4.0,1.0,0.49999999999999994,0.6267838642838642,0.5277777777777779,3,partial,6,15,1,13
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,2,partial,6,16,0,13
1,2.0,0.9999999999999999,0.5,0.5499999999999999,0.49999999999999994,2,partial,6,16,0,13
2,3.0,1.0,0.07142857142857142,0.5,0.5,2,partial,6,16,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,16,0,13
0,1.0,0.9999999999999987,0.5,0.6285589410589405,0.5277777777777772,2,partial,6,17,1,13
1,2.0,0.9999999999999999,0.49999999999999967,0.620970695970696,0.5166666666666662,2,partial,6,17,1,13
2,3.0,1.0000000000000002,0.25000000000000006,0.6208333333333329,0.5000000000000001,2,partial,6,17,1,13
3,4.0,0.9999999999999989,0.4999999999999999,0.6506784881784877,0.5277777777777771,2,partial,6,17,1,13
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,2,partial,6,18,0,13
1,2.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.5222222222222221,2,partial,6,18,0,13
2,3.0,1.0,0.07142857142857142,0.6666666666666665,0.5,2,partial,6,18,0,13
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,2,partial,6,18,0,13
0,1.0,0.9999999999999983,0.49999999999999983,0.6411913086913084,0.527777777777777,2,partial,6,19,1,13
1,2.0,0.9999999999999988,0.49999999999999956,0.6301924266209982,0.5166666666666662,2,partial,6,19,1,13
2,3.0,0.9999999999999982,0.2499999999999998,0.6303571428571427,0.4999999999999991,2,partial,6,19,1,13
3,4.0,0.9999999999999972,0.49999999999999983,0.6579434454434446,0.5277777777777769,2,partial,6,19,1,13
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,3,partial,6,20,0,13
1,2.0,0.9999999999999999,0.5,0.5277777777777778,0.5166666666666666,3,partial,6,20,0,13
2,3.0,1.0,0.07142857142857142,0.5,0.5,3,partial,6,20,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,3,partial,6,20,0,13
0,1.0,0.9999999999999967,0.5000000000000001,0.6427501962323382,0.5277777777777771,3,partial,6,21,1,13
1,2.0,0.9999999999999993,0.4999999999999989,0.6360473356009051,0.5166666666666667,3,partial,6,21,1,13
2,3.0,0.9999999999999983,0.24999999999999983,0.6305926216640502,0.49999999999999917,3,partial,6,21,1,13
3,4.0,0.9999999999999979,0.5000000000000007,0.6594671201814057,0.5277777777777773,3,partial,6,21,1,13
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.5277777777777777,2,partial,6,22,0,13
1,2.0,0.9999999999999999,0.5,0.5277777777777778,0.5166666666666666,2,partial,6,22,0,13
2,3.0,1.0,0.0625,0.5,0.5,2,partial,6,22,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,2,partial,6,22,0,13
0,1.0,0.999999999999998,0.49999999999999956,0.6471590463108301,0.5277777777777767,2,partial,6,23,1,13
1,2.0,1.0000000000000016,0.4999999999999991,0.6366322169893572,0.5166666666666663,2,partial,6,23,1,13
2,3.0,1.0,0.2499999999999997,0.6364099806589323,0.5,2,partial,6,23,1,13
3,4.0,0.9999999999999978,0.49999999999999967,0.6618633350776194,0.5277777777777765,2,partial,6,23,1,13
0,1.0,0.9999999999999999,0.5,0.5499999999999999,0.611111111111111,2,partial,6,24,0,13
1,2.0,0.9999999999999999,0.5,0.5227272727272727,0.5944444444444443,2,partial,6,24,0,13
2,3.0,1.0,0.0625,0.5,0.6,2,partial,6,24,0,13
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.611111111111111,2,partial,6,24,0,13
0,1.0,0.999999999999998,0.4999999999999994,0.6816160089910079,0.6111111111111095,2,partial,6,25,1,13
1,2.0,1.0000000000000007,0.6000000000000001,0.673109668109668,0.6000000000000002,2,partial,6,25,1,13
2,3.0,0.9999999999999986,0.24999999999999975,0.6731970667054701,0.5999999999999991,2,partial,6,25,1,13
3,4.0,0.9999999999999972,0.4999999999999998,0.6929714795786217,0.6111111111111096,2,partial,6,25,1,13
0,1.0,0.9999999999999999,0.5,0.5916666666666667,0.611111111111111,2,partial,6,26,0,13
1,2.0,1.0,0.5833333333333334,0.5833333333333334,0.5990740740740741,2,partial,6,26,0,13
2,3.0,1.0,0.0625,0.5833333333333334,0.6,2,partial,6,26,0,13
3,4.0,0.9999999999999999,0.5,0.625,0.611111111111111,2,partial,6,26,0,13
0,1.0,0.9999999999999996,0.5000000000000002,0.6842668869591946,0.611111111111111,2,partial,6,27,1,13
1,2.0,1.0000000000000018,0.6000000000000009,0.6762523008127411,0.6000000000000023,2,partial,6,27,1,13
2,3.0,0.9999999999999991,0.24999999999999964,0.6759782700959165,0.5999999999999989,2,partial,6,27,1,13
3,4.0,1.000000000000003,0.4999999999999999,0.6956045236814471,0.61111111111111,2,partial,6,27,1,13
0,1.0,0.9999999999999999,0.5,0.642857142857143,0.611111111111111,1,partial,6,28,0,13
1,2.0,1.0,0.6428571428571429,0.6428571428571428,0.6023809523809525,1,partial,6,28,0,13
2,3.0,1.0,0.0625,0.6428571428571429,0.6,1,partial,6,28,0,13
3,4.0,0.9999999999999999,0.5,0.6547619047619049,0.611111111111111,1,partial,6,28,0,13
0,1.0,1.0000000000000033,0.3333333333333339,0.6400873988648734,0.5999999999999994,1,partial,6,29,1,13
1,2.0,1.0,0.5999999999999992,0.6406722398480672,0.5999999999999999,1,partial,6,29,1,13
2,3.0,1.0000000000000002,0.2500000000000001,0.6392142626281283,0.6000000000000018,1,partial,6,29,1,13
3,4.0,1.0000000000000013,0.5000000000000002,0.6636514332736873,0.6111111111111119,1,partial,6,29,1,13
0,1.0,0.9999999999999999,0.5,0.642857142857143,0.6,2,partial,6,30,0,13
1,2.0,1.0,0.6428571428571429,0.6428571428571428,0.6023809523809525,2,partial,6,30,0,13
2,3.0,1.0,0.0625,0.6428571428571429,0.6,2,partial,6,30,0,13
3,4.0,0.9999999999999999,0.5,0.6547619047619049,0.611111111111111,2,partial,6,30,0,13
0,1.0,1.0000000000000013,0.3333333333333336,0.644838038727368,0.600000000000001,2,partial,6,31,1,13
1,2.0,1.0000000000000044,0.6000000000000009,0.6421229320130425,0.6000000000000019,2,partial,6,31,1,13
2,3.0,1.0000000000000009,0.2500000000000003,0.6421407374138485,0.6000000000000011,2,partial,6,31,1,13
3,4.0,1.0000000000000004,0.5000000000000002,0.6651333236360729,0.6111111111111124,2,partial,6,31,1,13
0,1.0,0.9999999999999999,0.5,0.6249999999999999,0.6666666666666667,2,partial,6,32,0,13
1,2.0,1.0,0.625,0.625,0.6646825396825397,2,partial,6,32,0,13
2,3.0,1.0,0.0625,0.6250000000000001,0.6666666666666665,2,partial,6,32,0,13
3,4.0,0.9999999999999999,0.5,0.6458333333333333,0.6666666666666667,2,partial,6,32,0,13
0,1.0,1.0000000000000013,0.33333333333333326,0.7235086976176027,0.7142857142857182,2,partial,6,33,1,13
1,2.0,0.9999999999999988,0.7142857142857137,0.7224383762380681,0.714285714285716,2,partial,6,33,1,13
2,3.0,1.0000000000000036,0.2499999999999998,0.7224330448962822,0.7142857142857152,2,partial,6,33,1,13
3,4.0,1.0000000000000009,0.5,0.7334946150663048,0.7142857142857177,2,partial,6,33,1,13
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.7142857142857143,2,partial,6,34,0,13
1,2.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.7123015873015872,2,partial,6,34,0,13
2,3.0,1.0,0.0625,0.6666666666666665,0.7142857142857143,2,partial,6,34,0,13
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.7142857142857143,2,partial,6,34,0,13
